episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,thw_sec,observed_distance_m,observed_lead_speed_mps,control_spacing_error_m,control_relative_velocity_mps,throttle,brake,comm_success,time_since_last_comm_success_sec
9,0.05,1,accelerate,0.0,0.0,12.825,7.0,5.825,0.0,128.247,12.825,0.0,5.825,0.0,0.778,0.0,1,0.0
9,0.1,2,accelerate,0.003,0.003,12.825,7.003,5.822,0.0,128.247,12.825,0.003,5.822,0.0,0.778,0.0,1,0.0
9,0.15,3,accelerate,0.001,0.001,12.825,7.001,5.824,0.0,128.247,12.825,0.001,5.824,0.0,0.779,0.0,1,0.0
9,0.2,4,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.001,5.825,0.001,0.781,0.0,0,0.05
9,0.25,5,accelerate,0.0,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.781,0.0,0,0.1
9,0.3,6,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.782,0.0,0,0.15
9,0.35,7,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.783,0.0,0,0.2
9,0.4,8,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.784,0.0,0,0.25
9,0.45,9,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.785,0.0,0,0.3
9,0.5,10,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.786,0.0,1,0.0
9,0.55,11,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.787,0.0,1,0.0
9,0.6,12,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,0.0,0.788,0.0,0,0.05
9,0.65,13,accelerate,0.158,0.305,12.82,7.305,5.515,-0.146,42.097,12.818,0.0,5.514,-0.304,0.738,0.0,0,0.1
9,0.7,14,accelerate,0.518,0.628,12.815,7.628,5.187,-0.11,20.408,12.815,0.518,5.187,-0.11,0.701,0.0,1,0.0
9,0.75,15,accelerate,0.821,0.892,12.812,7.892,4.92,-0.071,14.362,12.777,0.518,4.885,-0.374,0.653,0.0,0,0.05
9,0.8,16,accelerate,1.035,1.032,12.814,8.032,4.781,0.002,12.411,12.731,0.518,4.699,-0.515,0.624,0.0,0,0.1
9,0.85,17,accelerate,1.162,1.153,12.815,8.153,4.662,0.009,11.114,12.678,0.518,4.525,-0.635,0.598,0.0,0,0.15
9,0.9,18,accelerate,1.301,1.231,12.819,8.231,4.588,0.07,10.412,12.819,1.301,4.588,0.07,0.631,0.0,1,0.0
9,0.95,19,accelerate,1.417,1.361,12.824,8.361,4.462,0.056,9.421,12.756,1.301,4.395,-0.06,0.601,0.0,0,0.05
9,1.0,20,accelerate,1.543,1.44,12.83,8.44,4.39,0.103,8.912,12.688,1.301,4.249,-0.138,0.58,0.0,0,0.1
9,1.05,21,accelerate,1.645,1.515,12.838,8.515,4.323,0.129,8.472,12.617,1.301,4.102,-0.214,0.558,0.0,0,0.15
9,1.1,22,accelerate,1.806,1.588,12.85,8.588,4.262,0.218,8.092,12.85,1.806,4.262,0.218,0.595,0.0,1,0.0
9,1.15,23,accelerate,1.917,1.658,12.864,8.658,4.206,0.259,7.759,12.864,1.917,4.206,0.259,0.59,0.0,1,0.0
9,1.2,24,accelerate,2.082,1.725,12.882,8.725,4.157,0.357,7.468,12.882,2.082,4.157,0.357,0.587,0.0,1,0.0
9,1.25,25,accelerate,2.228,1.797,12.905,8.797,4.108,0.431,7.182,12.797,2.082,4.0,0.285,0.564,0.0,0,0.05
9,1.3,26,accelerate,2.418,1.865,12.932,8.865,4.067,0.553,6.935,12.708,2.082,3.843,0.217,0.542,0.0,0,0.1
9,1.35,27,accelerate,2.584,1.938,12.965,8.938,4.028,0.647,6.692,12.965,2.584,4.028,0.647,0.581,0.0,1,0.0
9,1.4,28,accelerate,2.755,2.008,13.003,9.008,3.995,0.748,6.477,12.869,2.584,3.862,0.577,0.558,0.0,0,0.05
9,1.45,29,accelerate,2.842,2.086,13.044,9.086,3.958,0.757,6.254,12.77,2.584,3.684,0.499,0.532,0.0,0,0.1
9,1.5,30,accelerate,2.887,2.159,13.083,9.159,3.924,0.728,6.06,13.083,2.887,3.924,0.728,0.572,0.0,1,0.0
9,1.55,31,accelerate,2.886,2.237,13.12,9.237,3.883,0.649,5.864,12.977,2.887,3.739,0.65,0.546,0.0,0,0.05
9,1.6,32,accelerate,2.919,2.314,13.154,9.314,3.84,0.604,5.684,13.154,2.919,3.84,0.604,0.558,0.0,1,0.0
9,1.65,33,accelerate,2.98,2.382,13.187,9.382,3.805,0.598,5.536,13.04,2.919,3.658,0.537,0.532,0.0,0,0.05
9,1.7,34,accelerate,3.108,2.438,13.221,9.438,3.783,0.671,5.424,13.221,3.108,3.783,0.671,0.554,0.0,1,0.0
