episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,thw_sec,observed_distance_m,observed_lead_speed_mps,control_spacing_error_m,control_relative_velocity_mps,throttle,brake,comm_success,time_since_last_comm_success_sec
10,0.05,1,accelerate,0.0,0.0,12.825,7.0,5.825,0.0,128.247,12.825,0.0,5.825,0.0,0.778,0.0,1,0.0
10,0.1,2,accelerate,0.003,0.003,12.825,7.003,5.822,0.0,128.247,12.825,0.0,5.822,-0.003,0.778,0.0,0,0.05
10,0.15,3,accelerate,0.001,0.001,12.825,7.001,5.824,0.0,128.247,12.825,0.0,5.824,-0.001,0.779,0.0,0,0.1
10,0.2,4,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.78,0.0,1,0.0
10,0.25,5,accelerate,0.0,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.781,0.0,1,0.0
10,0.3,6,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.782,0.0,1,0.0
10,0.35,7,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.783,0.0,0,0.05
10,0.4,8,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.784,0.0,1,0.0
10,0.45,9,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.0,5.824,0.0,0.785,0.0,0,0.05
10,0.5,10,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.786,0.0,1,0.0
10,0.55,11,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.787,0.0,1,0.0
10,0.6,12,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.788,0.0,1,0.0
10,0.65,13,accelerate,0.158,0.305,12.82,7.305,5.515,-0.146,42.097,12.818,0.0,5.514,-0.304,0.738,0.0,0,0.05
10,0.7,14,accelerate,0.518,0.628,12.815,7.628,5.187,-0.11,20.408,12.815,0.518,5.187,-0.11,0.701,0.0,1,0.0
10,0.75,15,accelerate,0.821,0.892,12.812,7.892,4.92,-0.071,14.362,12.777,0.518,4.885,-0.374,0.653,0.0,0,0.05
10,0.8,16,accelerate,1.035,1.034,12.814,8.034,4.78,0.001,12.397,12.731,0.518,4.698,-0.516,0.624,0.0,0,0.1
10,0.85,17,accelerate,1.162,1.186,12.814,8.186,4.629,-0.023,10.809,12.814,1.162,4.629,-0.023,0.632,0.0,1,0.0
10,0.9,18,accelerate,1.301,1.275,12.817,8.275,4.542,0.026,10.052,12.817,1.301,4.542,0.026,0.623,0.0,1,0.0
10,0.95,19,accelerate,1.417,1.336,12.823,8.336,4.487,0.081,9.599,12.823,1.417,4.487,0.081,0.618,0.0,1,0.0
10,1.0,20,accelerate,1.543,1.417,12.83,8.417,4.412,0.125,9.052,12.83,1.543,4.412,0.125,0.611,0.0,1,0.0
10,1.05,21,accelerate,1.645,1.481,12.839,8.481,4.359,0.164,8.672,12.759,1.543,4.279,0.062,0.591,0.0,0,0.05
