episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,thw_sec,observed_distance_m,observed_lead_speed_mps,control_spacing_error_m,control_relative_velocity_mps,throttle,brake,comm_success,time_since_last_comm_success_sec
13,0.05,1,accelerate,0.0,0.0,12.825,7.0,5.825,0.0,128.247,12.825,0.0,5.825,0.0,0.778,0.0,1,0.0
13,0.1,2,accelerate,0.003,0.003,12.825,7.003,5.822,0.0,128.247,12.825,0.0,5.822,-0.003,0.778,0.0,0,0.05
13,0.15,3,accelerate,0.001,0.001,12.825,7.001,5.824,0.0,128.247,12.825,0.001,5.824,0.0,0.779,0.0,1,0.0
13,0.2,4,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.001,5.825,0.001,0.781,0.0,0,0.05
13,0.25,5,accelerate,0.0,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.781,0.0,1,0.0
13,0.3,6,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.782,0.0,0,0.05
13,0.35,7,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.783,0.0,0,0.1
13,0.4,8,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.784,0.0,1,0.0
13,0.45,9,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.0,5.824,0.0,0.785,0.0,0,0.05
13,0.5,10,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.786,0.0,1,0.0
13,0.55,11,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.787,0.0,1,0.0
13,0.6,12,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,0.0,0.788,0.0,0,0.05
13,0.65,13,accelerate,0.158,0.305,12.82,7.305,5.515,-0.146,42.097,12.82,0.158,5.515,-0.146,0.743,0.0,1,0.0
13,0.7,14,accelerate,0.518,0.628,12.815,7.628,5.187,-0.11,20.405,12.815,0.518,5.187,-0.11,0.701,0.0,1,0.0
13,0.75,15,accelerate,0.821,0.893,12.812,7.893,4.919,-0.072,14.346,12.777,0.518,4.884,-0.375,0.653,0.0,0,0.05
13,0.8,16,accelerate,1.035,1.0,12.813,8.0,4.813,0.034,12.809,12.731,0.518,4.73,-0.483,0.63,0.0,0,0.1
13,0.85,17,accelerate,1.162,1.125,12.815,8.125,4.691,0.038,11.394,12.815,1.162,4.691,0.038,0.642,0.0,1,0.0
13,0.9,18,accelerate,1.301,1.246,12.82,8.246,4.574,0.055,10.288,12.758,1.162,4.512,-0.084,0.615,0.0,0,0.05
13,0.95,19,accelerate,1.417,1.313,12.826,8.313,4.513,0.104,9.767,12.696,1.162,4.383,-0.151,0.597,0.0,0,0.1
13,1.0,20,accelerate,1.543,1.405,12.834,8.405,4.429,0.138,9.134,12.631,1.162,4.226,-0.243,0.573,0.0,0,0.15
13,1.05,21,accelerate,1.645,1.486,12.844,8.486,4.357,0.158,8.642,12.561,1.162,4.075,-0.324,0.551,0.0,0,0.2
13,1.1,22,accelerate,1.806,1.568,12.856,8.568,4.288,0.237,8.197,12.487,1.162,3.918,-0.406,0.528,0.0,0,0.25
13,1.15,23,accelerate,1.917,1.637,12.872,8.637,4.235,0.281,7.865,12.872,1.917,4.235,0.281,0.594,0.0,1,0.0
13,1.2,24,accelerate,2.082,1.706,12.891,8.706,4.185,0.376,7.555,12.791,1.917,4.085,0.211,0.572,0.0,0,0.05
13,1.25,25,accelerate,2.228,1.773,12.914,8.773,4.141,0.455,7.283,12.706,1.917,3.933,0.144,0.551,0.0,0,0.1
13,1.3,26,accelerate,2.418,1.84,12.943,8.84,4.103,0.578,7.033,12.943,2.418,4.103,0.578,0.588,0.0,1,0.0
13,1.35,27,accelerate,2.584,1.908,12.977,8.908,4.069,0.676,6.8,12.977,2.584,4.069,0.676,0.588,0.0,1,0.0
13,1.4,28,accelerate,2.755,1.984,13.016,8.984,4.033,0.772,6.562,13.016,2.755,4.033,0.772,0.587,0.0,1,0.0
13,1.45,29,accelerate,2.842,2.063,13.058,9.063,3.995,0.78,6.331,13.058,2.842,3.995,0.78,0.583,0.0,1,0.0
13,1.5,30,accelerate,2.887,2.148,13.099,9.148,3.951,0.74,6.099,13.099,2.887,3.951,0.74,0.576,0.0,1,0.0
13,1.55,31,accelerate,2.886,2.234,13.136,9.234,3.902,0.653,5.88,12.992,2.887,3.758,0.653,0.548,0.0,0,0.05
13,1.6,32,accelerate,2.919,2.321,13.17,9.321,3.848,0.597,5.673,13.17,2.919,3.848,0.597,0.559,0.0,1,0.0
13,1.65,33,accelerate,2.98,2.392,13.202,9.392,3.809,0.588,5.518,13.055,2.919,3.662,0.526,0.532,0.0,0,0.05
13,1.7,34,accelerate,3.108,2.454,13.235,9.454,3.781,0.654,5.393,12.936,2.919,3.482,0.465,0.507,0.0,0,0.1
