episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,thw_sec,observed_distance_m,observed_lead_speed_mps,control_spacing_error_m,control_relative_velocity_mps,throttle,brake,comm_success,time_since_last_comm_success_sec
1,0.05,1,accelerate,0.0,0.0,12.825,7.0,5.825,0.0,128.247,12.825,0.0,5.825,0.0,0.778,0.0,0,0.05
1,0.1,2,accelerate,0.003,0.003,12.825,7.003,5.822,0.0,128.247,12.825,0.003,5.822,0.0,0.778,0.0,1,0.0
1,0.15,3,accelerate,0.001,0.001,12.825,7.001,5.824,0.0,128.247,12.825,0.003,5.824,0.002,0.78,0.0,0,0.05
1,0.2,4,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.003,5.825,0.003,0.781,0.0,0,0.1
1,0.25,5,accelerate,0.0,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.781,0.0,1,0.0
1,0.3,6,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.782,0.0,1,0.0
1,0.35,7,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.783,0.0,1,0.0
1,0.4,8,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.784,0.0,0,0.05
1,0.45,9,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.785,0.0,0,0.1
1,0.5,10,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.001,5.825,0.0,0.786,0.0,0,0.15
1,0.55,11,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.001,5.825,0.0,0.787,0.0,0,0.2
1,0.6,12,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.001,5.825,0.0,0.788,0.0,0,0.25
1,0.65,13,accelerate,0.158,0.305,12.82,7.305,5.515,-0.146,42.097,12.82,0.158,5.515,-0.146,0.743,0.0,1,0.0
1,0.7,14,accelerate,0.518,0.628,12.815,7.628,5.187,-0.11,20.405,12.796,0.158,5.168,-0.47,0.687,0.0,0,0.05
1,0.75,15,accelerate,0.821,0.893,12.812,7.893,4.919,-0.072,14.351,12.812,0.821,4.919,-0.072,0.668,0.0,1,0.0
1,0.8,16,accelerate,1.035,0.981,12.814,7.981,4.833,0.053,13.059,12.767,0.821,4.785,-0.16,0.648,0.0,0,0.05
1,0.85,17,accelerate,1.162,1.129,12.818,8.129,4.689,0.033,11.353,12.818,1.162,4.689,0.033,0.642,0.0,1,0.0
1,0.9,18,accelerate,1.301,1.238,12.823,8.238,4.585,0.064,10.361,12.823,1.301,4.585,0.064,0.63,0.0,1,0.0
1,0.95,19,accelerate,1.417,1.342,12.828,8.342,4.486,0.075,9.556,12.828,1.417,4.486,0.075,0.618,0.0,1,0.0
1,1.0,20,accelerate,1.543,1.374,12.836,8.374,4.463,0.169,9.345,12.836,1.543,4.463,0.169,0.619,0.0,1,0.0
1,1.05,21,accelerate,1.645,1.505,12.846,8.505,4.341,0.14,8.537,12.766,1.543,4.261,0.038,0.588,0.0,0,0.05
1,1.1,22,accelerate,1.806,1.593,12.857,8.593,4.265,0.213,8.072,12.691,1.543,4.098,-0.05,0.564,0.0,0,0.1
1,1.15,23,accelerate,1.917,1.692,12.87,8.692,4.179,0.226,7.609,12.611,1.543,3.92,-0.149,0.538,0.0,0,0.15
1,1.2,24,accelerate,2.082,1.75,12.887,8.75,4.137,0.332,7.365,12.528,1.543,3.778,-0.207,0.518,0.0,0,0.2
1,1.25,25,accelerate,2.228,1.834,12.908,8.834,4.073,0.394,7.036,12.908,2.228,4.073,0.394,0.578,0.0,1,0.0
1,1.3,26,accelerate,2.418,1.868,12.934,8.868,4.066,0.55,6.924,12.818,2.228,3.95,0.36,0.561,0.0,0,0.05
1,1.35,27,accelerate,2.584,1.941,12.967,8.941,4.026,0.643,6.68,12.967,2.584,4.026,0.643,0.581,0.0,1,0.0
1,1.4,28,accelerate,2.755,1.99,13.006,8.99,4.016,0.766,6.536,12.872,2.584,3.882,0.595,0.561,0.0,0,0.05
1,1.45,29,accelerate,2.842,2.076,13.047,9.076,3.971,0.766,6.285,12.773,2.584,3.697,0.508,0.534,0.0,0,0.1
1,1.5,30,accelerate,2.887,2.133,13.088,9.133,3.954,0.754,6.135,13.088,2.887,3.954,0.754,0.577,0.0,1,0.0
1,1.55,31,accelerate,2.886,2.223,13.125,9.223,3.903,0.664,5.906,12.982,2.887,3.759,0.665,0.549,0.0,0,0.05
