episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,thw_sec,observed_distance_m,observed_lead_speed_mps,control_spacing_error_m,control_relative_velocity_mps,throttle,brake,comm_success,time_since_last_comm_success_sec
8,0.05,1,accelerate,0.0,0.0,12.825,7.0,5.825,0.0,128.247,12.825,0.0,5.825,0.0,0.778,0.0,1,0.0
8,0.1,2,accelerate,0.003,0.003,12.825,7.003,5.822,0.0,128.247,12.825,0.0,5.822,-0.003,0.778,0.0,0,0.05
8,0.15,3,accelerate,0.001,0.001,12.825,7.001,5.824,0.0,128.247,12.825,0.0,5.824,-0.001,0.779,0.0,0,0.1
8,0.2,4,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.78,0.0,0,0.15
8,0.25,5,accelerate,0.0,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.781,0.0,1,0.0
8,0.3,6,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.782,0.0,1,0.0
8,0.35,7,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.783,0.0,1,0.0
8,0.4,8,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.784,0.0,1,0.0
8,0.45,9,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.0,5.824,0.0,0.785,0.0,0,0.05
8,0.5,10,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,0.0,0.786,0.0,0,0.1
8,0.55,11,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.787,0.0,1,0.0
8,0.6,12,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.788,0.0,1,0.0
8,0.65,13,accelerate,0.158,0.305,12.82,7.305,5.515,-0.146,42.097,12.818,0.0,5.514,-0.304,0.738,0.0,0,0.05
8,0.7,14,accelerate,0.518,0.628,12.815,7.628,5.187,-0.11,20.408,12.815,0.518,5.187,-0.11,0.701,0.0,1,0.0
8,0.75,15,accelerate,0.821,0.892,12.812,7.892,4.92,-0.071,14.362,12.777,0.518,4.885,-0.374,0.653,0.0,0,0.05
8,0.8,16,accelerate,1.035,1.035,12.814,8.035,4.779,0.0,12.386,12.814,1.035,4.779,0.0,0.652,0.0,1,0.0
8,0.85,17,accelerate,1.162,1.11,12.816,8.11,4.706,0.052,11.546,12.816,1.162,4.706,0.052,0.645,0.0,1,0.0
8,0.9,18,accelerate,1.301,1.234,12.821,8.234,4.586,0.067,10.386,12.759,1.162,4.525,-0.072,0.617,0.0,0,0.05
8,0.95,19,accelerate,1.417,1.37,12.825,8.37,4.456,0.047,9.363,12.825,1.417,4.456,0.047,0.613,0.0,1,0.0
8,1.0,20,accelerate,1.543,1.444,12.831,8.444,4.387,0.099,8.888,12.831,1.543,4.387,0.099,0.606,0.0,1,0.0
8,1.05,21,accelerate,1.645,1.569,12.838,8.569,4.269,0.076,8.184,12.838,1.645,4.269,0.076,0.591,0.0,1,0.0
8,1.1,22,accelerate,1.806,1.636,12.847,8.636,4.211,0.17,7.855,12.847,1.806,4.211,0.17,0.587,0.0,1,0.0
8,1.15,23,accelerate,1.917,1.757,12.858,8.757,4.101,0.16,7.318,12.858,1.917,4.101,0.16,0.572,0.0,1,0.0
8,1.2,24,accelerate,2.082,1.82,12.871,8.82,4.052,0.262,7.073,12.871,2.082,4.052,0.262,0.57,0.0,1,0.0
8,1.25,25,accelerate,2.228,1.927,12.888,8.927,3.961,0.301,6.688,12.888,2.228,3.961,0.301,0.56,0.0,1,0.0
8,1.3,26,accelerate,2.418,1.984,12.91,8.984,3.926,0.434,6.507,12.91,2.418,3.926,0.434,0.56,0.0,1,0.0
8,1.35,27,accelerate,2.584,2.081,12.936,9.081,3.855,0.503,6.216,12.936,2.584,3.855,0.503,0.554,0.0,1,0.0
8,1.4,28,accelerate,2.755,2.116,12.968,9.116,3.852,0.639,6.128,12.968,2.755,3.852,0.639,0.558,0.0,1,0.0
8,1.45,29,accelerate,2.842,2.17,13.004,9.17,3.834,0.672,5.993,13.004,2.842,3.834,0.672,0.558,0.0,1,0.0
8,1.5,30,accelerate,2.887,2.228,13.041,9.228,3.813,0.659,5.854,13.041,2.887,3.813,0.659,0.555,0.0,1,0.0
8,1.55,31,accelerate,2.886,2.296,13.074,9.296,3.778,0.59,5.694,13.074,2.886,3.778,0.59,0.549,0.0,1,0.0
8,1.6,32,accelerate,2.919,2.352,13.106,9.352,3.754,0.567,5.573,13.106,2.919,3.754,0.567,0.545,0.0,1,0.0
8,1.65,33,accelerate,2.98,2.404,13.136,9.404,3.733,0.576,5.465,13.136,2.98,3.733,0.576,0.543,0.0,1,0.0
8,1.7,34,accelerate,3.108,2.466,13.169,9.466,3.703,0.642,5.34,13.017,2.98,3.551,0.514,0.518,0.0,0,0.05
8,1.75,35,accelerate,3.256,2.551,13.205,9.551,3.654,0.704,5.176,12.894,2.98,3.342,0.429,0.488,0.0,0,0.1
8,1.8,36,accelerate,3.447,2.624,13.245,9.624,3.622,0.823,5.049,12.766,2.98,3.143,0.356,0.459,0.0,0,0.15
8,1.85,37,accelerate,3.624,2.692,13.292,9.692,3.6,0.932,4.937,13.292,3.624,3.6,0.932,0.54,0.0,1,0.0
8,1.9,38,accelerate,3.752,2.751,13.342,9.751,3.591,1.0,4.849,13.342,3.752,3.591,1.0,0.542,0.0,1,0.0
8,1.95,39,accelerate,3.783,2.822,13.392,9.822,3.57,0.961,4.745,13.204,3.752,3.382,0.929,0.512,0.0,0,0.05
8,2.0,40,accelerate,3.783,2.89,13.439,9.89,3.549,0.892,4.65,13.439,3.783,3.549,0.892,0.534,0.0,1,0.0
8,2.05,41,accelerate,3.797,2.964,13.483,9.964,3.519,0.833,4.549,13.294,3.783,3.33,0.818,0.502,0.0,0,0.05
8,2.1,42,accelerate,3.888,3.033,13.526,10.033,3.493,0.855,4.459,13.526,3.888,3.493,0.855,0.526,0.0,1,0.0
8,2.15,43,accelerate,4.026,3.107,13.572,10.107,3.465,0.919,4.369,13.572,4.026,3.465,0.919,0.525,0.0,1,0.0
8,2.2,44,accelerate,4.199,3.178,13.622,10.178,3.444,1.021,4.286,13.416,4.026,3.238,0.848,0.493,0.0,0,0.05
8,2.25,45,accelerate,4.381,3.252,13.677,10.252,3.425,1.129,4.206,13.677,4.381,3.425,1.129,0.528,0.0,1,0.0
