episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,thw_sec,observed_distance_m,observed_lead_speed_mps,control_spacing_error_m,control_relative_velocity_mps,throttle,brake,comm_success,time_since_last_comm_success_sec
2,0.05,1,accelerate,0.0,0.0,12.825,7.0,5.825,0.0,128.247,12.825,0.0,5.825,0.0,0.778,0.0,1,0.0
2,0.1,2,accelerate,0.003,0.003,12.825,7.003,5.822,0.0,128.247,12.825,0.003,5.822,0.0,0.778,0.0,1,0.0
2,0.15,3,accelerate,0.001,0.001,12.825,7.001,5.824,0.0,128.247,12.825,0.001,5.824,0.0,0.779,0.0,1,0.0
2,0.2,4,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.78,0.0,1,0.0
2,0.25,5,accelerate,0.0,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.0,5.824,-0.0,0.781,0.0,1,0.0
2,0.3,6,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.782,0.0,1,0.0
2,0.35,7,accelerate,0.001,0.001,12.825,7.001,5.824,-0.0,128.247,12.825,0.001,5.824,-0.0,0.783,0.0,1,0.0
2,0.4,8,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.784,0.0,0,0.05
2,0.45,9,accelerate,0.0,0.0,12.825,7.0,5.824,-0.0,128.247,12.825,0.001,5.824,0.0,0.785,0.0,0,0.1
2,0.5,10,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.786,0.0,1,0.0
2,0.55,11,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.787,0.0,1,0.0
2,0.6,12,accelerate,0.0,0.0,12.825,7.0,5.825,-0.0,128.247,12.825,0.0,5.825,-0.0,0.788,0.0,1,0.0
2,0.65,13,accelerate,0.158,0.305,12.82,7.305,5.515,-0.146,42.097,12.82,0.158,5.515,-0.146,0.743,0.0,1,0.0
2,0.7,14,accelerate,0.518,0.628,12.815,7.628,5.187,-0.11,20.405,12.796,0.158,5.168,-0.47,0.687,0.0,0,0.05
2,0.75,15,accelerate,0.821,0.893,12.812,7.893,4.919,-0.072,14.352,12.812,0.821,4.919,-0.072,0.668,0.0,1,0.0
2,0.8,16,accelerate,1.035,0.981,12.814,7.981,4.833,0.054,13.063,12.814,1.035,4.833,0.054,0.661,0.0,1,0.0
2,0.85,17,accelerate,1.162,1.113,12.819,8.113,4.706,0.049,11.513,12.819,1.162,4.706,0.049,0.645,0.0,1,0.0
2,0.9,18,accelerate,1.301,1.187,12.825,8.187,4.638,0.115,10.808,12.763,1.162,4.576,-0.024,0.626,0.0,0,0.05
2,0.95,19,accelerate,1.417,1.315,12.831,8.315,4.517,0.102,9.759,12.831,1.417,4.517,0.102,0.623,0.0,1,0.0
2,1.0,20,accelerate,1.543,1.411,12.839,8.411,4.428,0.131,9.098,12.766,1.417,4.354,0.006,0.599,0.0,0,0.05
2,1.05,21,accelerate,1.645,1.539,12.848,8.539,4.308,0.105,8.346,12.848,1.645,4.308,0.105,0.597,0.0,1,0.0
2,1.1,22,accelerate,1.806,1.622,12.858,8.622,4.236,0.184,7.929,12.858,1.806,4.236,0.184,0.59,0.0,1,0.0
2,1.15,23,accelerate,1.917,1.722,12.87,8.722,4.148,0.195,7.474,12.87,1.917,4.148,0.195,0.58,0.0,1,0.0
2,1.2,24,accelerate,2.082,1.785,12.885,8.785,4.1,0.297,7.219,12.885,2.082,4.1,0.297,0.577,0.0,1,0.0
