episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,throttle,brake
14,25.7,514,cruise,14.693,14.829,24.323,21.829,2.494,-0.136,0.428,0.0
14,25.75,515,cruise,14.7,14.817,24.297,21.817,2.481,-0.117,0.427,0.0
14,25.8,516,cruise,14.778,14.79,24.274,21.79,2.484,-0.012,0.431,0.0
14,25.85,517,cruise,14.883,14.777,24.26,21.777,2.483,0.106,0.435,0.0
14,25.9,518,cruise,14.958,14.763,24.254,21.763,2.49,0.195,0.439,0.0
14,25.95,519,cruise,14.991,14.735,24.251,21.735,2.516,0.256,0.444,0.0
14,26.0,520,cruise,14.913,14.725,24.247,21.725,2.522,0.188,0.443,0.0
14,26.05,521,cruise,14.834,14.693,24.239,21.693,2.547,0.142,0.444,0.0
14,26.1,522,cruise,14.728,14.685,24.228,21.685,2.543,0.043,0.44,0.0
14,26.15,523,cruise,14.71,14.677,24.216,21.677,2.539,0.033,0.44,0.0
14,26.2,524,cruise,14.702,14.651,24.204,21.651,2.554,0.051,0.442,0.0
14,26.25,525,cruise,14.769,14.642,24.195,21.642,2.553,0.127,0.445,0.0
14,26.3,526,cruise,14.866,14.603,24.194,21.603,2.591,0.263,0.454,0.0
14,26.35,527,cruise,14.943,14.597,24.2,21.597,2.603,0.346,0.459,0.0
14,26.4,528,cruise,14.988,14.565,24.21,21.565,2.645,0.424,0.467,0.0
14,26.45,529,cruise,14.928,14.564,24.22,21.564,2.656,0.365,0.466,0.0
14,26.5,530,cruise,14.859,14.565,24.228,21.565,2.663,0.294,0.465,0.0
14,26.55,531,cruise,14.755,14.546,24.234,21.546,2.688,0.209,0.465,0.0
14,26.6,532,cruise,14.728,14.543,24.238,21.543,2.695,0.186,0.466,0.0
14,26.65,533,cruise,14.76,14.505,24.246,21.505,2.741,0.255,0.474,0.0
14,26.7,534,cruise,14.805,14.507,24.258,21.507,2.75,0.298,0.477,0.0
14,26.75,535,cruise,14.891,14.477,24.274,21.477,2.797,0.415,0.487,0.0
14,26.8,536,cruise,14.937,14.483,24.294,21.483,2.81,0.454,0.49,0.0
14,26.85,537,cruise,14.972,14.496,24.318,21.496,2.822,0.476,0.492,0.0
14,26.9,538,cruise,14.951,14.485,24.347,21.485,2.862,0.466,0.497,0.0
14,26.95,539,cruise,14.866,14.491,24.375,21.491,2.883,0.375,0.497,0.0
14,27.0,540,cruise,14.792,14.462,24.399,21.462,2.937,0.33,0.503,0.0
14,27.05,541,cruise,14.723,14.475,24.42,21.475,2.945,0.248,0.501,0.0
14,27.1,542,cruise,14.742,14.454,24.441,21.454,2.987,0.288,0.508,0.0
14,27.15,543,cruise,14.802,14.471,24.466,21.471,2.995,0.331,0.51,0.0
14,27.2,544,cruise,14.867,14.495,24.498,21.495,3.002,0.371,0.513,0.0
14,27.25,545,cruise,14.953,14.498,24.534,21.498,3.037,0.455,0.52,0.0
14,27.3,546,cruise,14.968,14.51,24.573,21.51,3.063,0.459,0.524,0.0
14,27.35,547,cruise,14.949,14.484,24.61,21.484,3.126,0.465,0.532,0.0
14,27.4,548,cruise,14.889,14.507,24.648,21.507,3.141,0.382,0.532,0.0
14,27.45,549,cruise,14.802,14.493,24.681,21.493,3.188,0.309,0.535,0.0
14,27.5,550,cruise,14.758,14.521,24.71,21.521,3.189,0.237,0.533,0.0
14,27.55,551,cruise,14.769,14.557,24.74,21.557,3.183,0.212,0.532,0.0
14,27.6,552,cruise,14.802,14.569,24.772,21.569,3.202,0.233,0.535,0.0
14,27.65,553,cruise,14.884,14.594,24.805,21.594,3.211,0.29,0.538,0.0
14,27.7,554,cruise,14.938,14.581,24.84,21.581,3.259,0.357,0.546,0.0
14,27.75,555,cruise,14.975,14.612,24.875,21.612,3.263,0.363,0.547,0.0
14,27.8,556,cruise,14.936,14.606,24.909,21.606,3.302,0.33,0.551,0.0
14,27.85,557,cruise,14.873,14.642,24.938,21.642,3.295,0.231,0.547,0.0
14,27.9,558,cruise,14.807,14.639,24.963,21.639,3.323,0.168,0.549,0.0
14,27.95,559,cruise,14.758,14.676,24.982,21.676,3.306,0.081,0.543,0.0
14,28.0,560,cruise,14.778,14.719,25.0,21.719,3.281,0.059,0.539,0.0
14,28.05,561,cruise,14.84,14.737,25.019,21.737,3.283,0.103,0.541,0.0
14,28.1,562,cruise,14.895,14.764,25.039,21.764,3.275,0.131,0.541,0.0
14,28.15,563,cruise,14.954,14.752,25.06,21.752,3.308,0.202,0.548,0.0
14,28.2,564,cruise,14.944,14.785,25.079,21.785,3.294,0.159,0.544,0.0
14,28.25,565,cruise,14.91,14.78,25.094,21.78,3.314,0.13,0.546,0.0
14,28.3,566,cruise,14.856,14.816,25.105,21.816,3.29,0.04,0.54,0.0
14,28.35,567,cruise,14.795,14.856,25.112,21.856,3.257,-0.061,0.532,0.0
14,28.4,568,cruise,14.787,14.875,25.116,21.875,3.241,-0.088,0.529,0.0
14,28.45,569,cruise,14.803,14.908,25.117,21.908,3.209,-0.104,0.524,0.0
14,28.5,570,cruise,14.876,14.904,25.118,21.904,3.214,-0.028,0.528,0.0
14,28.55,571,cruise,14.95,14.936,25.123,21.936,3.187,0.014,0.525,0.0
14,28.6,572,cruise,14.965,14.97,25.128,21.97,3.159,-0.004,0.521,0.0
14,28.65,573,cruise,14.94,14.976,25.132,21.976,3.156,-0.036,0.52,0.0
14,28.7,574,cruise,14.857,15.005,25.13,22.005,3.125,-0.147,0.512,0.0
14,28.75,575,cruise,14.792,15.0,25.123,22.0,3.122,-0.208,0.509,0.0
14,28.8,576,cruise,14.765,15.026,25.113,22.026,3.087,-0.261,0.503,0.0
14,28.85,577,cruise,14.774,15.05,25.103,22.05,3.052,-0.276,0.498,0.0
14,28.9,578,cruise,14.841,15.052,25.093,22.052,3.041,-0.211,0.498,0.0
14,28.95,579,cruise,14.898,15.072,25.086,22.072,3.014,-0.175,0.496,0.0
14,29.0,580,cruise,14.958,15.062,25.08,22.062,3.019,-0.104,0.499,0.0
14,29.05,581,cruise,14.968,15.08,25.077,22.08,2.997,-0.112,0.496,0.0
14,29.1,582,cruise,14.907,15.096,25.071,22.096,2.975,-0.189,0.49,0.0
14,29.15,583,cruise,14.838,15.094,25.061,22.094,2.967,-0.256,0.487,0.0
14,29.2,584,cruise,14.763,15.109,25.046,22.109,2.938,-0.346,0.48,0.0
14,29.25,585,cruise,14.756,15.094,25.029,22.094,2.935,-0.338,0.48,0.0
14,29.3,586,cruise,14.798,15.106,25.014,22.106,2.908,-0.308,0.478,0.0
14,29.35,587,cruise,14.854,15.115,25.002,22.115,2.887,-0.261,0.476,0.0
14,29.4,588,cruise,14.937,15.106,24.993,22.106,2.887,-0.169,0.479,0.0
14,29.45,589,cruise,14.977,15.114,24.986,22.114,2.872,-0.137,0.478,0.0
14,29.5,590,cruise,14.964,15.097,24.98,22.097,2.884,-0.133,0.48,0.0
14,29.55,591,cruise,14.901,15.105,24.973,22.105,2.868,-0.204,0.476,0.0
14,29.6,592,cruise,14.811,15.112,24.962,22.112,2.85,-0.301,0.47,0.0
14,29.65,593,cruise,14.754,15.1,24.947,22.1,2.847,-0.347,0.468,0.0
14,29.7,594,cruise,14.751,15.106,24.932,22.106,2.826,-0.355,0.465,0.0
14,29.75,595,cruise,14.775,15.086,24.917,22.086,2.831,-0.311,0.467,0.0
14,29.8,596,cruise,14.791,15.09,24.901,22.09,2.812,-0.298,0.465,0.0
14,29.85,597,cruise,14.774,15.092,24.884,22.092,2.792,-0.318,0.462,0.0
14,29.9,598,cruise,14.835,15.075,24.864,22.075,2.789,-0.24,0.464,0.0
14,29.95,599,cruise,14.948,15.077,24.847,22.077,2.77,-0.129,0.465,0.0
14,30.0,600,cruise,15.036,15.055,24.836,22.055,2.781,-0.019,0.47,0.0
14,30.05,601,cruise,15.022,15.057,24.827,22.057,2.769,-0.035,0.468,0.0
14,30.1,602,cruise,14.935,15.059,24.815,22.059,2.756,-0.124,0.463,0.0
14,30.15,603,cruise,14.823,15.043,24.797,22.043,2.754,-0.22,0.46,0.0
14,30.2,604,cruise,14.727,15.044,24.774,22.044,2.73,-0.317,0.453,0.0
14,30.25,605,cruise,14.684,15.022,24.749,22.022,2.727,-0.337,0.452,0.0
14,30.3,606,cruise,14.702,15.021,24.725,22.021,2.704,-0.319,0.45,0.0
14,30.35,607,cruise,14.762,15.018,24.705,22.018,2.687,-0.256,0.45,0.0
14,30.4,608,cruise,14.849,14.996,24.691,21.996,2.695,-0.147,0.454,0.0
14,30.45,609,cruise,14.941,14.993,24.683,21.993,2.69,-0.052,0.457,0.0
14,30.5,610,cruise,15.0,14.967,24.68,21.967,2.713,0.033,0.463,0.0
14,30.55,611,cruise,14.967,14.966,24.681,21.966,2.715,0.002,0.462,0.0
14,30.6,612,cruise,14.897,14.964,24.682,21.964,2.719,-0.067,0.46,0.0
14,30.65,613,cruise,14.812,14.945,24.681,21.945,2.736,-0.133,0.46,0.0
14,30.7,614,cruise,14.737,14.945,24.678,21.945,2.733,-0.208,0.458,0.0
14,30.75,615,cruise,14.735,14.922,24.675,21.922,2.753,-0.187,0.461,0.0
14,30.8,616,cruise,14.782,14.922,24.675,21.922,2.752,-0.14,0.462,0.0
14,30.85,617,cruise,14.84,14.921,24.679,21.921,2.758,-0.081,0.465,0.0
14,30.9,618,cruise,14.929,14.903,24.689,21.903,2.786,0.025,0.472,0.0
14,30.95,619,cruise,14.974,14.905,24.703,21.905,2.797,0.069,0.475,0.0
14,31.0,620,cruise,14.974,14.893,24.717,21.893,2.824,0.081,0.479,0.0
14,31.05,621,cruise,14.917,14.898,24.73,21.898,2.831,0.018,0.478,0.0
14,31.1,622,cruise,14.819,14.904,24.738,21.904,2.834,-0.085,0.475,0.0
14,31.15,623,cruise,14.753,14.895,24.742,21.895,2.847,-0.142,0.475,0.0
14,31.2,624,cruise,14.738,14.903,24.744,21.903,2.842,-0.164,0.473,0.0
14,31.25,625,cruise,14.764,14.909,24.746,21.909,2.837,-0.145,0.473,0.0
14,31.3,626,cruise,14.837,14.905,24.75,21.905,2.846,-0.068,0.477,0.0
14,31.35,627,cruise,14.917,14.912,24.758,21.912,2.846,0.006,0.48,0.0
14,31.4,628,cruise,14.979,14.9,24.768,21.9,2.868,0.079,0.485,0.0
14,31.45,629,cruise,14.981,14.843,24.779,21.843,2.936,0.138,0.496,0.0
14,31.5,630,cruise,14.918,14.735,24.79,21.735,3.055,0.183,0.513,0.0
14,31.55,631,cruise,14.832,14.705,24.798,21.705,3.093,0.127,0.517,0.0
14,31.6,632,cruise,14.761,14.726,24.801,21.726,3.074,0.035,0.511,0.0
14,31.65,633,cruise,14.74,14.754,24.799,21.754,3.045,-0.014,0.506,0.0
14,31.7,634,cruise,14.775,14.776,24.796,21.776,3.02,-0.002,0.503,0.0
14,31.75,635,cruise,14.846,14.796,24.796,21.796,3.0,0.05,0.502,0.0
14,31.8,636,cruise,14.925,14.814,24.798,21.814,2.984,0.111,0.502,0.0
14,31.85,637,cruise,14.98,14.832,24.803,21.832,2.971,0.147,0.501,0.0
14,31.9,638,cruise,14.973,14.851,24.809,21.851,2.958,0.121,0.498,0.0
14,31.95,639,cruise,14.911,14.87,24.813,21.87,2.942,0.041,0.494,0.0
14,32.0,640,cruise,14.828,14.888,24.812,21.888,2.924,-0.061,0.488,0.0
14,32.05,641,cruise,14.761,14.905,24.807,21.905,2.902,-0.143,0.482,0.0
14,32.1,642,cruise,14.75,14.919,24.8,21.919,2.881,-0.17,0.478,0.0
14,32.15,643,cruise,14.789,14.932,24.795,21.932,2.863,-0.143,0.477,0.0
14,32.2,644,cruise,14.863,14.943,24.792,21.943,2.849,-0.08,0.477,0.0
14,32.25,645,cruise,14.944,14.931,24.794,21.931,2.863,0.013,0.482,0.0
14,32.3,646,cruise,14.989,14.94,24.799,21.94,2.859,0.048,0.483,0.0
14,32.35,647,cruise,14.966,14.923,24.804,21.923,2.881,0.043,0.486,0.0
14,32.4,648,cruise,14.894,14.934,24.806,21.934,2.872,-0.04,0.482,0.0
14,32.45,649,cruise,14.807,14.94,24.803,21.94,2.863,-0.133,0.477,0.0
14,32.5,650,cruise,14.748,14.936,24.797,21.936,2.861,-0.188,0.475,0.0
14,32.55,651,cruise,14.747,14.945,24.788,21.945,2.843,-0.198,0.472,0.0
14,32.6,652,cruise,14.794,14.953,24.781,21.953,2.828,-0.16,0.472,0.0
14,32.65,653,cruise,14.872,14.941,24.777,21.941,2.836,-0.069,0.476,0.0
14,32.7,654,cruise,14.956,14.948,24.778,21.948,2.829,0.007,0.477,0.0
14,32.75,655,cruise,14.996,14.946,24.78,21.946,2.834,0.05,0.48,0.0
14,32.8,656,cruise,14.966,14.954,24.783,21.954,2.829,0.012,0.478,0.0
14,32.85,657,cruise,14.885,14.961,24.782,21.961,2.82,-0.076,0.474,0.0
14,32.9,658,cruise,14.794,14.957,24.776,21.957,2.819,-0.163,0.47,0.0
14,32.95,659,cruise,14.736,14.964,24.766,21.964,2.802,-0.228,0.466,0.0
14,33.0,660,cruise,14.738,14.969,24.755,21.969,2.785,-0.231,0.464,0.0
14,33.05,661,cruise,14.787,14.966,24.745,21.966,2.779,-0.179,0.465,0.0
14,33.1,662,cruise,14.867,14.969,24.738,21.969,2.769,-0.102,0.466,0.0
14,33.15,663,cruise,14.952,14.969,24.736,21.969,2.767,-0.018,0.468,0.0
14,33.2,664,cruise,14.996,14.972,24.737,21.972,2.765,0.024,0.47,0.0
14,33.25,665,cruise,14.97,14.975,24.738,21.975,2.763,-0.005,0.468,0.0
14,33.3,666,cruise,14.892,14.975,24.736,21.975,2.761,-0.083,0.465,0.0
14,33.35,667,cruise,14.799,14.978,24.729,21.978,2.751,-0.178,0.461,0.0
14,33.4,668,cruise,14.737,14.98,24.718,21.98,2.738,-0.242,0.457,0.0
14,33.45,669,cruise,14.735,14.979,24.705,21.979,2.727,-0.244,0.455,0.0
14,33.5,670,cruise,14.781,14.979,24.694,21.979,2.716,-0.197,0.456,0.0
14,33.55,671,cruise,14.859,14.977,24.687,21.977,2.71,-0.117,0.457,0.0
14,33.6,672,cruise,14.944,14.975,24.684,21.975,2.709,-0.031,0.46,0.0
14,33.65,673,cruise,14.992,14.974,24.684,21.974,2.71,0.018,0.462,0.0
14,33.7,674,cruise,14.972,14.972,24.685,21.972,2.713,-0.0,0.462,0.0
14,33.75,675,cruise,14.899,14.972,24.683,21.972,2.711,-0.073,0.459,0.0
14,33.8,676,cruise,14.808,14.971,24.676,21.971,2.705,-0.163,0.455,0.0
14,33.85,677,cruise,14.744,14.97,24.666,21.97,2.696,-0.225,0.452,0.0
14,33.9,678,cruise,14.738,14.968,24.655,21.968,2.687,-0.229,0.451,0.0
14,33.95,679,cruise,14.782,14.965,24.644,21.965,2.68,-0.183,0.451,0.0
14,34.0,680,cruise,14.859,14.961,24.638,21.961,2.676,-0.103,0.453,0.0
14,34.05,681,cruise,14.942,14.958,24.635,21.958,2.678,-0.015,0.456,0.0
14,34.1,682,cruise,14.99,14.954,24.636,21.954,2.682,0.036,0.459,0.0
14,34.15,683,cruise,14.971,14.951,24.638,21.951,2.687,0.02,0.459,0.0
14,34.2,684,cruise,14.899,14.949,24.637,21.949,2.688,-0.05,0.457,0.0
14,34.25,685,cruise,14.81,14.947,24.632,21.947,2.684,-0.137,0.453,0.0
14,34.3,686,cruise,14.747,14.945,24.623,21.945,2.678,-0.198,0.45,0.0
14,34.35,687,cruise,14.742,14.942,24.613,21.942,2.67,-0.201,0.449,0.0
14,34.4,688,cruise,14.786,14.938,24.604,21.938,2.665,-0.153,0.45,0.0
14,34.45,689,cruise,14.862,14.934,24.599,21.934,2.664,-0.072,0.453,0.0
14,34.5,690,cruise,14.946,14.93,24.598,21.93,2.668,0.015,0.456,0.0
14,34.55,691,cruise,14.991,14.926,24.6,21.926,2.674,0.065,0.459,0.0
14,34.6,692,cruise,14.969,14.924,24.603,21.924,2.68,0.046,0.459,0.0
14,34.65,693,cruise,14.895,14.921,24.603,21.921,2.682,-0.026,0.457,0.0
14,34.7,694,cruise,14.806,14.919,24.599,21.919,2.68,-0.114,0.454,0.0
14,34.75,695,cruise,14.744,14.917,24.592,21.917,2.674,-0.173,0.451,0.0
14,34.8,696,cruise,14.742,14.915,24.583,21.915,2.668,-0.173,0.45,0.0
14,34.85,697,cruise,14.787,14.911,24.575,21.911,2.664,-0.124,0.451,0.0
14,34.9,698,cruise,14.865,14.907,24.572,21.907,2.664,-0.042,0.454,0.0
14,34.95,699,cruise,14.949,14.904,24.572,21.904,2.669,0.045,0.457,0.0
14,35.0,700,cruise,14.993,14.9,24.576,21.9,2.676,0.093,0.46,0.0
14,35.05,701,cruise,14.969,14.898,24.581,21.898,2.683,0.071,0.46,0.0
14,35.1,702,cruise,14.893,14.897,24.582,21.897,2.686,-0.004,0.458,0.0
14,35.15,703,cruise,14.802,14.895,24.579,21.895,2.684,-0.093,0.455,0.0
14,35.2,704,cruise,14.741,14.894,24.572,21.894,2.679,-0.153,0.452,0.0
14,35.25,705,cruise,14.739,14.892,24.564,21.892,2.673,-0.152,0.451,0.0
14,35.3,706,cruise,14.786,14.889,24.558,21.889,2.669,-0.103,0.452,0.0
14,35.35,707,cruise,14.864,14.886,24.555,21.886,2.67,-0.022,0.455,0.0
14,35.4,708,cruise,14.948,14.883,24.557,21.883,2.674,0.065,0.459,0.0
14,35.45,709,cruise,14.994,14.88,24.562,21.88,2.682,0.113,0.461,0.0
14,35.5,710,cruise,14.97,14.879,24.567,21.879,2.689,0.091,0.462,0.0
14,35.55,711,cruise,14.894,14.878,24.57,21.878,2.692,0.016,0.459,0.0
14,35.6,712,cruise,14.803,14.877,24.568,21.877,2.69,-0.074,0.456,0.0
14,35.65,713,cruise,14.741,14.877,24.562,21.877,2.685,-0.135,0.454,0.0
14,35.7,714,cruise,14.739,14.875,24.555,21.875,2.679,-0.137,0.453,0.0
14,35.75,715,cruise,14.784,14.873,24.549,21.873,2.676,-0.089,0.454,0.0
14,35.8,716,cruise,14.862,14.871,24.547,21.871,2.676,-0.009,0.457,0.0
14,35.85,717,cruise,14.946,14.869,24.55,21.869,2.681,0.078,0.46,0.0
14,35.9,718,cruise,14.993,14.867,24.555,21.867,2.688,0.126,0.463,0.0
14,35.95,719,cruise,14.97,14.866,24.561,21.866,2.695,0.104,0.463,0.0
14,36.0,720,cruise,14.896,14.866,24.564,21.866,2.698,0.03,0.461,0.0
14,36.05,721,cruise,14.805,14.866,24.563,21.866,2.697,-0.061,0.458,0.0
14,36.1,722,cruise,14.743,14.866,24.558,21.866,2.692,-0.123,0.455,0.0
14,36.15,723,cruise,14.739,14.865,24.551,21.865,2.686,-0.126,0.454,0.0
14,36.2,724,cruise,14.784,14.864,24.546,21.864,2.682,-0.08,0.455,0.0
14,36.25,725,cruise,14.862,14.862,24.545,21.862,2.682,-0.0,0.458,0.0
14,36.3,726,cruise,14.946,14.86,24.547,21.86,2.687,0.085,0.461,0.0
14,36.35,727,cruise,14.992,14.859,24.553,21.859,2.694,0.133,0.464,0.0
14,36.4,728,cruise,14.97,14.859,24.56,21.859,2.701,0.111,0.464,0.0
14,36.45,729,cruise,14.896,14.859,24.563,21.859,2.704,0.037,0.462,0.0
14,36.5,730,cruise,14.806,14.86,24.562,21.86,2.702,-0.054,0.458,0.0
14,36.55,731,cruise,14.744,14.86,24.557,21.86,2.697,-0.117,0.456,0.0
14,36.6,732,cruise,14.74,14.86,24.551,21.86,2.691,-0.12,0.455,0.0
14,36.65,733,cruise,14.785,14.859,24.546,21.859,2.687,-0.074,0.456,0.0
14,36.7,734,cruise,14.863,14.858,24.545,21.858,2.687,0.005,0.458,0.0
14,36.75,735,cruise,14.946,14.857,24.548,21.857,2.691,0.09,0.462,0.0
14,36.8,736,cruise,14.992,14.856,24.554,21.856,2.698,0.137,0.464,0.0
14,36.85,737,cruise,14.97,14.856,24.56,21.856,2.705,0.114,0.464,0.0
14,36.9,738,cruise,14.896,14.857,24.564,21.857,2.707,0.039,0.462,0.0
14,36.95,739,cruise,14.806,14.858,24.563,21.858,2.705,-0.052,0.459,0.0
14,37.0,740,cruise,14.743,14.858,24.558,21.858,2.7,-0.115,0.456,0.0
14,37.05,741,cruise,14.739,14.858,24.552,21.858,2.694,-0.119,0.455,0.0
14,37.1,742,cruise,14.785,14.858,24.547,21.858,2.69,-0.073,0.456,0.0
14,37.15,743,cruise,14.862,14.857,24.546,21.857,2.69,0.006,0.459,0.0
14,37.2,744,cruise,14.946,14.855,24.549,21.855,2.694,0.091,0.462,0.0
14,37.25,745,cruise,14.992,14.855,24.555,21.855,2.701,0.138,0.465,0.0
14,37.3,746,decelerate,14.97,14.855,24.562,21.855,2.707,0.115,0.465,0.0
14,37.35,747,decelerate,14.895,14.856,24.565,21.856,2.71,0.04,0.463,0.0
14,37.4,748,decelerate,14.761,14.857,24.564,21.857,2.707,-0.096,0.458,0.0
14,37.45,749,decelerate,14.567,14.858,24.553,21.858,2.695,-0.291,0.45,0.0
14,37.5,750,decelerate,14.352,14.857,24.532,21.857,2.675,-0.505,0.44,0.0
14,37.55,751,decelerate,14.146,14.854,24.5,21.854,2.646,-0.709,0.429,0.0
14,37.6,752,decelerate,13.957,14.849,24.459,21.849,2.611,-0.892,0.418,0.0
14,37.65,753,decelerate,13.778,14.839,24.41,21.839,2.571,-1.06,0.407,0.0
14,37.7,754,decelerate,13.604,14.825,24.352,21.825,2.527,-1.221,0.396,0.0
14,37.75,755,decelerate,13.431,14.807,24.286,21.807,2.479,-1.377,0.385,0.0
14,37.8,756,decelerate,13.258,14.785,24.213,21.785,2.428,-1.527,0.373,0.0
14,37.85,757,decelerate,13.085,14.757,24.132,21.757,2.375,-1.672,0.361,0.0
14,37.9,758,decelerate,12.913,14.725,24.044,21.725,2.319,-1.813,0.349,0.0
14,37.95,759,decelerate,12.741,14.688,23.949,21.688,2.261,-1.948,0.337,0.0
14,38.0,760,decelerate,12.568,14.647,23.848,21.647,2.201,-2.079,0.324,0.0
14,38.05,761,decelerate,12.396,14.6,23.74,21.6,2.14,-2.204,0.312,0.0
14,38.1,762,decelerate,12.224,14.549,23.626,21.549,2.077,-2.325,0.299,0.0
14,38.15,763,decelerate,12.051,14.493,23.507,21.493,2.014,-2.442,0.287,0.0
14,38.2,764,decelerate,11.879,14.432,23.381,21.432,1.949,-2.553,0.275,0.0
14,38.25,765,decelerate,11.706,14.367,23.25,21.367,1.884,-2.661,0.262,0.0
14,38.3,766,decelerate,11.535,14.297,23.114,21.297,1.817,-2.762,0.25,0.0
14,38.35,767,decelerate,11.361,14.222,22.973,21.222,1.751,-2.861,0.238,0.0
14,38.4,768,decelerate,11.187,14.143,22.827,21.143,1.684,-2.956,0.226,0.0
14,38.45,769,decelerate,11.134,14.061,22.679,21.061,1.619,-2.927,0.218,0.0
14,38.5,770,decelerate,11.018,13.974,22.532,20.974,1.558,-2.956,0.209,0.0
14,38.55,771,decelerate,10.757,13.884,22.383,20.884,1.499,-3.127,0.196,0.0
14,38.6,772,decelerate,10.209,13.791,22.213,20.791,1.422,-3.582,0.17,0.0
14,38.65,773,decelerate,9.792,13.694,22.023,20.694,1.329,-3.902,0.147,0.0
14,38.7,774,decelerate,9.498,13.589,21.822,20.589,1.233,-4.091,0.128,0.0
14,38.75,775,decelerate,9.33,13.478,21.615,20.478,1.137,-4.148,0.113,0.0
14,38.8,776,decelerate,9.255,13.363,21.409,20.363,1.045,-4.108,0.102,0.0
14,38.85,777,decelerate,9.244,13.241,21.206,20.241,0.965,-3.997,0.095,0.0
14,38.9,778,decelerate,9.284,13.119,21.012,20.119,0.893,-3.835,0.091,0.0
14,38.95,779,decelerate,9.35,12.99,20.826,19.99,0.835,-3.641,0.09,0.0
14,39.0,780,decelerate,9.363,12.864,20.649,19.864,0.784,-3.501,0.088,0.0
14,39.05,781,decelerate,9.28,12.736,20.475,19.736,0.739,-3.456,0.083,0.0
14,39.1,782,decelerate,9.138,12.606,20.302,19.606,0.696,-3.468,0.077,0.0
14,39.15,783,decelerate,8.955,12.478,20.127,19.478,0.649,-3.524,0.069,0.0
14,39.2,784,decelerate,8.743,12.35,19.949,19.35,0.599,-3.607,0.06,0.0
14,39.25,785,decelerate,8.513,12.221,19.765,19.221,0.544,-3.708,0.049,0.0
14,39.3,786,decelerate,8.273,12.09,19.576,19.09,0.486,-3.818,0.038,0.0
14,39.35,787,decelerate,8.028,11.958,19.382,18.958,0.424,-3.93,0.025,0.0
14,39.4,788,decelerate,7.782,11.824,19.182,18.824,0.358,-4.042,0.013,0.0
14,39.45,789,decelerate,7.537,11.688,18.977,18.688,0.289,-4.151,0.0,0.0
14,39.5,790,decelerate,7.333,11.549,18.766,18.549,0.217,-4.216,0.0,0.009
14,39.55,791,decelerate,7.29,11.408,18.559,18.408,0.151,-4.118,0.0,0.013
14,39.6,792,decelerate,7.224,11.265,18.355,18.265,0.09,-4.041,0.0,0.017
14,39.65,793,decelerate,6.7,11.122,18.141,18.122,0.02,-4.421,0.0,0.034
14,39.7,794,decelerate,5.683,11.119,17.883,18.119,-0.236,-5.436,0.0,0.085
14,39.75,795,decelerate,5.346,11.094,17.6,18.094,-0.494,-5.749,0.0,0.118
14,39.8,796,decelerate,5.116,10.617,17.319,17.617,-0.299,-5.502,0.0,0.093
14,39.85,797,decelerate,4.998,10.141,17.055,17.141,-0.086,-5.144,0.0,0.062
14,39.9,798,decelerate,5.03,9.75,16.812,16.75,0.062,-4.72,0.0,0.037
14,39.95,799,decelerate,5.104,9.414,16.587,16.414,0.173,-4.31,0.0,0.016
14,40.0,800,decelerate,5.174,9.124,16.385,16.124,0.26,-3.95,0.003,0.0
14,40.05,801,decelerate,5.15,8.871,16.194,15.871,0.323,-3.721,0.019,0.0
14,40.1,802,decelerate,5.152,8.633,16.015,15.633,0.382,-3.482,0.035,0.0
14,40.15,803,decelerate,5.176,8.41,15.849,15.41,0.439,-3.234,0.051,0.0
14,40.2,804,decelerate,5.162,8.199,15.693,15.199,0.495,-3.036,0.065,0.0
14,40.25,805,decelerate,5.104,7.998,15.546,14.998,0.547,-2.894,0.076,0.0
14,40.3,806,decelerate,5.024,7.808,15.404,14.808,0.596,-2.785,0.087,0.0
14,40.35,807,decelerate,4.974,7.627,15.269,14.627,0.642,-2.653,0.097,0.0
14,40.4,808,decelerate,4.865,7.454,15.138,14.454,0.684,-2.589,0.105,0.0
14,40.45,809,decelerate,4.689,7.288,15.009,14.288,0.72,-2.6,0.109,0.0
14,40.5,810,decelerate,4.481,7.129,14.877,14.129,0.748,-2.649,0.111,0.0
14,40.55,811,decelerate,4.259,6.976,14.742,13.976,0.766,-2.717,0.112,0.0
14,40.6,812,decelerate,4.034,6.828,14.604,13.828,0.777,-2.794,0.11,0.0
14,40.65,813,decelerate,3.812,6.683,14.462,13.683,0.779,-2.871,0.108,0.0
14,40.7,814,decelerate,3.6,6.542,14.316,13.542,0.774,-2.942,0.105,0.0
14,40.75,815,decelerate,3.402,6.483,14.166,13.483,0.683,-3.081,0.088,0.0
14,40.8,816,decelerate,3.207,6.477,14.006,13.477,0.529,-3.27,0.062,0.0
14,40.85,817,decelerate,3.018,6.288,13.84,13.288,0.552,-3.27,0.065,0.0
14,40.9,818,decelerate,2.834,5.797,13.686,12.797,0.889,-2.963,0.12,0.0
14,40.95,819,decelerate,2.656,5.424,13.544,12.424,1.12,-2.768,0.157,0.0
14,41.0,820,decelerate,2.483,5.111,13.41,12.111,1.3,-2.627,0.186,0.0
14,41.05,821,decelerate,2.317,4.896,13.28,11.896,1.385,-2.579,0.199,0.0
14,41.1,822,decelerate,2.156,4.686,13.153,11.686,1.467,-2.531,0.211,0.0
14,41.15,823,decelerate,2.001,4.523,13.027,11.523,1.504,-2.522,0.216,0.0
