episode,time_sec,tick,leader_phase,leader_speed_mps,follower_speed_mps,distance_m,desired_distance_m,spacing_error_m,relative_velocity_mps,throttle,brake
7,2.25,45,accelerate,4.381,3.367,13.653,10.367,3.286,1.014,0.506,0.0
7,2.3,46,accelerate,4.541,3.43,13.708,10.43,3.278,1.111,0.508,0.0
7,2.35,47,accelerate,4.619,3.506,13.765,10.506,3.259,1.112,0.506,0.0
7,2.4,48,accelerate,4.628,3.57,13.82,10.57,3.25,1.058,0.504,0.0
7,2.45,49,accelerate,4.627,3.645,13.872,10.645,3.227,0.982,0.499,0.0
7,2.5,50,accelerate,4.685,3.695,13.922,10.695,3.227,0.99,0.5,0.0
7,2.55,51,accelerate,4.803,3.764,13.973,10.764,3.209,1.039,0.499,0.0
7,2.6,52,accelerate,4.956,3.827,14.028,10.827,3.201,1.128,0.502,0.0
7,2.65,53,accelerate,5.128,3.896,14.089,10.896,3.192,1.231,0.505,0.0
7,2.7,54,accelerate,5.243,3.957,14.153,10.957,3.196,1.286,0.507,0.0
7,2.75,55,accelerate,5.09,4.024,14.211,11.024,3.187,1.065,0.499,0.0
7,2.8,56,accelerate,5.093,4.084,14.263,11.084,3.179,1.009,0.497,0.0
7,2.85,57,accelerate,5.0,4.148,14.309,11.148,3.161,0.852,0.49,0.0
7,2.9,58,accelerate,5.459,4.204,14.365,11.204,3.161,1.255,0.504,0.0
7,2.95,59,accelerate,5.818,4.25,14.439,11.25,3.188,1.568,0.518,0.0
7,3.0,60,accelerate,5.924,4.314,14.519,11.314,3.205,1.61,0.523,0.0
7,3.05,61,accelerate,5.894,4.381,14.597,11.381,3.215,1.512,0.521,0.0
7,3.1,62,accelerate,5.845,4.447,14.669,11.447,3.222,1.398,0.519,0.0
7,3.15,63,accelerate,5.815,4.515,14.736,11.515,3.221,1.3,0.516,0.0
7,3.2,64,accelerate,5.815,4.581,14.799,11.581,3.219,1.234,0.514,0.0
7,3.25,65,accelerate,5.848,4.646,14.86,11.646,3.215,1.202,0.513,0.0
7,3.3,66,accelerate,5.915,4.708,14.921,11.708,3.213,1.207,0.513,0.0
7,3.35,67,accelerate,6.014,4.756,14.983,11.756,3.227,1.259,0.518,0.0
7,3.4,68,accelerate,6.142,4.821,15.048,11.821,3.227,1.321,0.52,0.0
7,3.45,69,accelerate,6.136,4.885,15.112,11.885,3.227,1.251,0.518,0.0
7,3.5,70,accelerate,6.131,4.948,15.173,11.948,3.225,1.183,0.516,0.0
7,3.55,71,accelerate,6.633,5.01,15.242,12.01,3.232,1.623,0.533,0.0
7,3.6,72,accelerate,7.16,5.071,15.338,12.071,3.266,2.088,0.553,0.0
7,3.65,73,accelerate,7.555,4.996,15.457,11.996,3.461,2.559,0.595,0.0
7,3.7,74,accelerate,7.722,5.016,15.589,12.016,3.573,2.707,0.616,0.0
7,3.75,75,accelerate,7.703,5.094,15.722,12.094,3.627,2.609,0.62,0.0
7,3.8,76,accelerate,7.626,5.031,15.852,12.031,3.821,2.595,0.646,0.0
7,3.85,77,accelerate,7.518,5.055,15.979,12.055,3.924,2.463,0.656,0.0
7,3.9,78,accelerate,7.405,5.243,16.09,12.243,3.847,2.162,0.637,0.0
7,3.95,79,accelerate,7.305,5.215,16.196,12.215,3.981,2.09,0.653,0.0
7,4.0,80,accelerate,7.248,5.2,16.299,12.2,4.099,2.048,0.668,0.0
7,4.05,81,accelerate,7.239,5.203,16.401,12.203,4.198,2.036,0.682,0.0
7,4.1,82,accelerate,7.276,5.225,16.503,12.225,4.279,2.051,0.693,0.0
7,4.15,83,accelerate,7.341,5.276,16.606,12.276,4.33,2.064,0.701,0.0
7,4.2,84,accelerate,7.448,5.354,16.71,12.354,4.356,2.094,0.707,0.0
7,4.25,85,accelerate,7.583,5.454,16.816,12.454,4.362,2.129,0.709,0.0
7,4.3,86,accelerate,7.741,5.577,16.924,12.577,4.347,2.164,0.709,0.0
7,4.35,87,accelerate,7.905,5.716,17.032,12.716,4.316,2.189,0.707,0.0
7,4.4,88,accelerate,8.086,5.868,17.142,12.868,4.274,2.218,0.703,0.0
7,4.45,89,accelerate,8.279,5.891,17.257,12.891,4.366,2.388,0.721,0.0
7,4.5,90,accelerate,8.479,5.89,17.382,12.89,4.492,2.589,0.746,0.0
7,4.55,91,accelerate,8.672,6.273,17.51,13.273,4.238,2.399,0.706,0.0
7,4.6,92,accelerate,8.875,6.845,17.616,13.845,3.771,2.03,0.632,0.0
7,4.65,93,accelerate,9.083,7.265,17.709,14.265,3.444,1.818,0.582,0.0
7,4.7,94,accelerate,9.294,7.578,17.795,14.578,3.217,1.716,0.549,0.0
7,4.75,95,accelerate,9.471,7.753,17.878,14.753,3.125,1.718,0.537,0.0
7,4.8,96,accelerate,9.572,7.889,17.961,14.889,3.071,1.683,0.529,0.0
7,4.85,97,accelerate,9.588,8.003,18.039,15.003,3.036,1.585,0.522,0.0
7,4.9,98,accelerate,9.536,8.1,18.11,15.1,3.011,1.437,0.514,0.0
7,4.95,99,accelerate,9.505,8.183,18.174,15.183,2.991,1.322,0.508,0.0
7,5.0,100,accelerate,9.53,8.255,18.233,15.255,2.978,1.275,0.505,0.0
7,5.05,101,accelerate,9.595,8.318,18.292,15.318,2.974,1.276,0.505,0.0
7,5.1,102,accelerate,9.682,8.375,18.351,15.375,2.976,1.307,0.507,0.0
7,5.15,103,accelerate,9.807,8.426,18.411,15.426,2.985,1.381,0.511,0.0
7,5.2,104,accelerate,9.966,8.474,18.475,15.474,3.001,1.492,0.518,0.0
7,5.25,105,accelerate,10.118,8.521,18.544,15.521,3.023,1.598,0.525,0.0
7,5.3,106,accelerate,10.302,8.567,18.617,15.567,3.05,1.735,0.533,0.0
7,5.35,107,accelerate,10.492,8.614,18.696,15.614,3.083,1.878,0.543,0.0
7,5.4,108,accelerate,10.664,8.663,18.781,15.663,3.118,2.001,0.552,0.0
7,5.45,109,accelerate,10.69,8.715,18.866,15.715,3.15,1.975,0.556,0.0
7,5.5,110,accelerate,10.644,8.771,18.947,15.771,3.175,1.873,0.557,0.0
7,5.55,111,accelerate,10.944,8.83,19.031,15.83,3.201,2.113,0.569,0.0
7,5.6,112,accelerate,11.276,8.892,19.13,15.892,3.238,2.384,0.583,0.0
7,5.65,113,accelerate,11.476,8.958,19.237,15.958,3.278,2.518,0.594,0.0
7,5.7,114,accelerate,11.466,9.03,19.34,16.03,3.31,2.436,0.596,0.0
7,5.75,115,accelerate,11.413,9.107,19.436,16.107,3.328,2.305,0.594,0.0
7,5.8,116,accelerate,11.355,9.188,19.526,16.188,3.338,2.166,0.591,0.0
7,5.85,117,accelerate,11.294,9.272,19.609,16.272,3.337,2.022,0.587,0.0
7,5.9,118,accelerate,11.275,9.357,19.685,16.357,3.329,1.918,0.583,0.0
7,5.95,119,accelerate,11.316,9.438,19.758,16.438,3.32,1.878,0.581,0.0
7,6.0,120,accelerate,11.396,9.521,19.832,16.521,3.311,1.874,0.58,0.0
7,6.05,121,accelerate,11.469,9.604,19.907,16.604,3.303,1.865,0.58,0.0
7,6.1,122,accelerate,11.57,9.673,19.98,16.673,3.306,1.897,0.582,0.0
7,6.15,123,accelerate,11.639,9.754,20.05,16.754,3.296,1.885,0.58,0.0
7,6.2,124,accelerate,11.773,9.833,20.122,16.833,3.289,1.94,0.582,0.0
7,6.25,125,accelerate,11.913,9.912,20.199,16.912,3.287,2.001,0.584,0.0
7,6.3,126,accelerate,12.031,9.98,20.28,16.98,3.3,2.051,0.588,0.0
7,6.35,127,accelerate,12.157,10.058,20.361,17.058,3.302,2.099,0.591,0.0
7,6.4,128,accelerate,12.305,10.138,20.447,17.138,3.309,2.167,0.594,0.0
7,6.45,129,accelerate,12.41,10.205,20.535,17.205,3.33,2.205,0.599,0.0
7,6.5,130,accelerate,12.543,10.287,20.624,17.287,3.337,2.256,0.602,0.0
7,6.55,131,accelerate,12.688,10.374,20.718,17.374,3.344,2.313,0.606,0.0
7,6.6,132,accelerate,12.796,10.46,20.817,17.46,3.357,2.337,0.609,0.0
7,6.65,133,accelerate,12.924,10.533,20.916,17.533,3.383,2.391,0.614,0.0
7,6.7,134,accelerate,13.005,10.619,21.014,17.619,3.394,2.385,0.616,0.0
7,6.75,135,accelerate,13.139,10.715,21.112,17.715,3.398,2.424,0.619,0.0
7,6.8,136,accelerate,13.289,10.789,21.217,17.789,3.429,2.501,0.626,0.0
7,6.85,137,accelerate,13.401,10.884,21.324,17.884,3.44,2.517,0.629,0.0
7,6.9,138,accelerate,13.524,10.981,21.433,17.981,3.451,2.542,0.631,0.0
7,6.95,139,accelerate,13.598,11.061,21.539,18.061,3.478,2.537,0.635,0.0
7,7.0,140,accelerate,13.729,11.158,21.644,18.158,3.486,2.571,0.638,0.0
7,7.05,141,accelerate,13.878,11.265,21.756,18.265,3.491,2.613,0.641,0.0
7,7.1,142,accelerate,13.987,11.344,21.87,18.344,3.526,2.643,0.647,0.0
7,7.15,143,accelerate,14.108,11.448,21.984,18.448,3.535,2.66,0.649,0.0
7,7.2,144,accelerate,14.177,11.513,22.097,18.513,3.584,2.664,0.657,0.0
7,7.25,145,accelerate,14.301,11.492,22.213,18.492,3.72,2.808,0.68,0.0
7,7.3,146,accelerate,14.446,11.468,22.339,18.468,3.871,2.978,0.707,0.0
7,7.35,147,accelerate,14.541,11.873,22.463,18.873,3.59,2.668,0.66,0.0
7,7.4,148,accelerate,14.638,12.129,22.578,19.129,3.449,2.509,0.636,0.0
7,7.45,149,accelerate,14.677,12.343,22.685,19.343,3.341,2.333,0.616,0.0
7,7.5,150,accelerate,14.762,12.464,22.786,19.464,3.322,2.298,0.613,0.0
7,7.55,151,accelerate,14.873,12.603,22.89,19.603,3.288,2.271,0.608,0.0
7,7.6,152,accelerate,14.968,12.729,22.999,19.729,3.269,2.239,0.605,0.0
7,7.65,153,accelerate,15.096,12.807,23.112,19.807,3.305,2.29,0.612,0.0
7,7.7,154,accelerate,15.202,12.884,23.229,19.884,3.345,2.318,0.619,0.0
7,7.75,155,accelerate,15.338,12.975,23.353,19.975,3.378,2.363,0.625,0.0
7,7.8,156,accelerate,15.45,13.023,23.483,20.023,3.46,2.427,0.639,0.0
7,7.85,157,accelerate,15.552,13.096,23.619,20.096,3.523,2.456,0.649,0.0
7,7.9,158,accelerate,15.632,13.125,23.761,20.125,3.636,2.507,0.666,0.0
7,7.95,159,accelerate,15.689,13.209,23.905,20.209,3.696,2.48,0.674,0.0
7,8.0,160,accelerate,15.771,13.311,24.054,20.311,3.743,2.46,0.68,0.0
7,8.05,161,accelerate,15.866,13.38,24.207,20.38,3.826,2.486,0.693,0.0
7,8.1,162,accelerate,15.981,13.464,24.364,20.464,3.9,2.517,0.704,0.0
7,8.15,163,accelerate,16.008,13.505,24.523,20.505,4.018,2.503,0.719,0.0
7,8.2,164,accelerate,16.003,13.607,24.679,20.607,4.072,2.396,0.723,0.0
7,8.25,165,accelerate,16.106,13.732,24.834,20.732,4.102,2.374,0.726,0.0
7,8.3,166,accelerate,16.314,13.821,24.997,20.821,4.175,2.492,0.74,0.0
7,8.35,167,accelerate,16.49,13.927,25.164,20.927,4.237,2.563,0.75,0.0
7,8.4,168,accelerate,16.643,13.989,25.334,20.989,4.345,2.654,0.768,0.0
7,8.45,169,accelerate,16.774,14.112,25.505,21.112,4.393,2.662,0.774,0.0
7,8.5,170,accelerate,16.87,14.26,25.677,21.26,4.417,2.61,0.776,0.0
7,8.55,171,cruise,16.934,14.371,25.846,21.371,4.475,2.563,0.782,0.0
7,8.6,172,cruise,16.988,14.499,26.011,21.499,4.512,2.489,0.785,0.0
7,8.65,173,cruise,17.05,14.58,26.17,21.58,4.59,2.47,0.794,0.0
7,8.7,174,cruise,17.129,14.721,26.325,21.721,4.604,2.408,0.794,0.0
7,8.75,175,cruise,17.219,14.813,26.475,21.813,4.662,2.405,0.802,0.0
7,8.8,176,cruise,17.316,14.961,26.62,21.961,4.659,2.355,0.8,0.0
7,8.85,177,cruise,17.413,15.056,26.761,22.056,4.705,2.357,0.806,0.0
7,8.9,178,cruise,17.494,15.078,26.898,22.078,4.82,2.416,0.823,0.0
7,8.95,179,cruise,17.52,15.081,27.037,22.081,4.956,2.439,0.842,0.0
7,9.0,180,cruise,17.475,15.163,27.172,22.163,5.009,2.312,0.845,0.0
7,9.05,181,cruise,17.403,15.402,27.291,22.402,4.888,2.0,0.818,0.0
7,9.1,182,cruise,17.325,15.565,27.394,22.565,4.829,1.761,0.803,0.0
7,9.15,183,cruise,17.272,15.747,27.483,22.747,4.736,1.525,0.782,0.0
7,9.2,184,cruise,17.265,15.915,27.561,22.915,4.646,1.349,0.764,0.0
7,9.25,185,cruise,17.298,16.039,27.632,23.039,4.594,1.259,0.754,0.0
7,9.3,186,cruise,17.357,16.174,27.698,23.174,4.524,1.182,0.743,0.0
7,9.35,187,cruise,17.421,16.269,27.761,23.269,4.492,1.152,0.737,0.0
7,9.4,188,cruise,17.461,16.392,27.819,23.392,4.428,1.069,0.726,0.0
7,9.45,189,cruise,17.459,16.495,27.872,23.495,4.377,0.964,0.716,0.0
7,9.5,190,cruise,17.422,16.607,27.918,23.607,4.311,0.816,0.702,0.0
7,9.55,191,cruise,17.37,16.701,27.956,23.701,4.255,0.669,0.69,0.0
7,9.6,192,cruise,17.326,16.802,27.986,23.802,4.184,0.524,0.675,0.0
7,9.65,193,cruise,17.307,16.897,28.01,23.897,4.113,0.41,0.662,0.0
7,9.7,194,cruise,17.323,16.974,28.03,23.974,4.056,0.349,0.652,0.0
7,9.75,195,cruise,17.362,17.06,28.046,24.06,3.987,0.302,0.642,0.0
7,9.8,196,cruise,17.404,17.135,28.061,24.135,3.926,0.269,0.632,0.0
7,9.85,197,cruise,17.43,17.211,28.073,24.211,3.862,0.219,0.622,0.0
7,9.9,198,cruise,17.429,17.28,28.083,24.28,3.803,0.149,0.612,0.0
7,9.95,199,cruise,17.406,17.348,28.088,24.348,3.74,0.058,0.601,0.0
7,10.0,200,cruise,17.373,17.409,28.088,24.409,3.679,-0.036,0.589,0.0
7,10.05,201,cruise,17.347,17.469,28.084,24.469,3.615,-0.122,0.578,0.0
7,10.1,202,cruise,17.337,17.523,28.076,24.523,3.552,-0.186,0.567,0.0
7,10.15,203,cruise,17.348,17.572,28.065,24.572,3.493,-0.224,0.558,0.0
7,10.2,204,cruise,17.371,17.619,28.054,24.619,3.435,-0.248,0.55,0.0
7,10.25,205,cruise,17.394,17.661,28.041,24.661,3.38,-0.267,0.542,0.0
7,10.3,206,cruise,17.407,17.7,28.027,24.7,3.327,-0.293,0.534,0.0
7,10.35,207,cruise,17.405,17.736,28.011,24.736,3.275,-0.331,0.526,0.0
7,10.4,208,cruise,17.391,17.768,27.993,24.768,3.225,-0.377,0.517,0.0
7,10.45,209,cruise,17.374,17.798,27.973,24.798,3.175,-0.424,0.509,0.0
7,10.5,210,cruise,17.361,17.824,27.951,24.824,3.127,-0.463,0.501,0.0
7,10.55,211,cruise,17.358,17.847,27.927,24.847,3.079,-0.489,0.494,0.0
7,10.6,212,cruise,17.364,17.868,27.902,24.868,3.034,-0.503,0.488,0.0
7,10.65,213,cruise,17.376,17.885,27.876,24.885,2.991,-0.509,0.482,0.0
7,10.7,214,cruise,17.387,17.899,27.851,24.899,2.952,-0.512,0.476,0.0
7,10.75,215,cruise,17.393,17.912,27.825,24.912,2.913,-0.519,0.471,0.0
7,10.8,216,cruise,17.391,17.922,27.799,24.922,2.876,-0.531,0.466,0.0
7,10.85,217,cruise,17.384,17.931,27.772,24.931,2.841,-0.547,0.461,0.0
7,10.9,218,cruise,17.375,17.937,27.744,24.937,2.807,-0.562,0.456,0.0
7,10.95,219,cruise,17.369,17.942,27.716,24.942,2.774,-0.572,0.451,0.0
7,11.0,220,cruise,17.368,17.944,27.687,24.944,2.743,-0.576,0.446,0.0
7,11.05,221,cruise,17.372,17.945,27.658,24.945,2.713,-0.573,0.443,0.0
7,11.1,222,cruise,17.378,17.944,27.63,24.944,2.685,-0.566,0.439,0.0
7,11.15,223,cruise,17.383,17.942,27.602,24.942,2.66,-0.558,0.436,0.0
7,11.2,224,cruise,17.386,17.938,27.574,24.938,2.636,-0.553,0.433,0.0
7,11.25,225,cruise,17.384,17.933,27.546,24.933,2.613,-0.549,0.43,0.0
7,11.3,226,cruise,17.38,17.927,27.519,24.927,2.592,-0.547,0.427,0.0
7,11.35,227,cruise,17.376,17.92,27.492,24.92,2.571,-0.544,0.425,0.0
7,11.4,228,cruise,17.374,17.912,27.465,24.912,2.553,-0.539,0.422,0.0
7,11.45,229,cruise,17.373,17.903,27.438,24.903,2.535,-0.53,0.42,0.0
7,11.5,230,cruise,17.376,17.893,27.412,24.893,2.519,-0.518,0.419,0.0
7,11.55,231,cruise,17.379,17.883,27.386,24.883,2.504,-0.504,0.417,0.0
7,11.6,232,cruise,17.381,17.871,27.362,24.871,2.49,-0.49,0.416,0.0
7,11.65,233,cruise,17.382,17.859,27.338,24.859,2.478,-0.477,0.414,0.0
7,11.7,234,cruise,17.381,17.847,27.314,24.847,2.467,-0.466,0.413,0.0
7,11.75,235,cruise,17.379,17.834,27.291,24.834,2.457,-0.455,0.412,0.0
7,11.8,236,cruise,17.377,17.821,27.269,24.821,2.448,-0.444,0.412,0.0
7,11.85,237,cruise,17.376,17.807,27.247,24.807,2.439,-0.432,0.411,0.0
7,11.9,238,cruise,17.376,17.794,27.226,24.794,2.432,-0.418,0.41,0.0
7,11.95,239,cruise,17.377,17.78,27.205,24.78,2.426,-0.402,0.41,0.0
7,12.0,240,cruise,17.379,17.765,27.186,24.765,2.42,-0.387,0.41,0.0
7,12.05,241,cruise,17.38,17.751,27.167,24.751,2.416,-0.371,0.41,0.0
7,12.1,242,cruise,17.38,17.736,27.149,24.736,2.412,-0.356,0.41,0.0
7,12.15,243,cruise,17.38,17.722,27.131,24.722,2.409,-0.342,0.41,0.0
7,12.2,244,cruise,17.379,17.707,27.114,24.707,2.407,-0.329,0.41,0.0
7,12.25,245,cruise,17.378,17.693,27.098,24.693,2.405,-0.315,0.41,0.0
7,12.3,246,cruise,17.377,17.679,27.083,24.679,2.404,-0.302,0.411,0.0
7,12.35,247,cruise,17.377,17.664,27.068,24.664,2.404,-0.287,0.411,0.0
7,12.4,248,cruise,17.378,17.65,27.055,24.65,2.404,-0.272,0.411,0.0
7,12.45,249,cruise,17.379,17.636,27.041,24.636,2.405,-0.258,0.412,0.0
7,12.5,250,cruise,17.379,17.622,27.029,24.622,2.406,-0.243,0.413,0.0
7,12.55,251,cruise,17.379,17.609,27.017,24.609,2.408,-0.23,0.413,0.0
7,12.6,252,cruise,17.379,17.596,27.006,24.596,2.41,-0.217,0.414,0.0
7,12.65,253,cruise,17.378,17.583,26.996,24.583,2.413,-0.204,0.415,0.0
7,12.7,254,cruise,17.378,17.57,26.986,24.57,2.416,-0.192,0.416,0.0
7,12.75,255,cruise,17.378,17.557,26.977,24.557,2.419,-0.18,0.417,0.0
7,12.8,256,cruise,17.378,17.545,26.968,24.545,2.423,-0.167,0.417,0.0
7,12.85,257,cruise,17.378,17.533,26.96,24.533,2.427,-0.155,0.418,0.0
7,12.9,258,cruise,17.379,17.522,26.953,24.522,2.431,-0.143,0.419,0.0
7,12.95,259,cruise,17.379,17.51,26.946,24.51,2.435,-0.132,0.42,0.0
7,13.0,260,cruise,17.379,17.5,26.939,24.5,2.44,-0.121,0.421,0.0
7,13.05,261,cruise,17.379,17.489,26.934,24.489,2.445,-0.111,0.422,0.0
7,13.1,262,cruise,17.378,17.479,26.929,24.479,2.45,-0.101,0.423,0.0
7,13.15,263,cruise,17.378,17.469,26.924,24.469,2.455,-0.091,0.424,0.0
7,13.2,264,cruise,17.378,17.46,26.919,24.46,2.46,-0.082,0.425,0.0
7,13.25,265,cruise,17.378,17.451,26.916,24.451,2.465,-0.073,0.426,0.0
7,13.3,266,cruise,17.378,17.442,26.912,24.442,2.47,-0.064,0.427,0.0
7,13.35,267,cruise,17.378,17.434,26.909,24.434,2.476,-0.055,0.428,0.0
7,13.4,268,cruise,17.379,17.426,26.907,24.426,2.481,-0.047,0.429,0.0
7,13.45,269,cruise,17.379,17.418,26.905,24.418,2.486,-0.04,0.43,0.0
7,13.5,270,cruise,17.378,17.411,26.903,24.411,2.492,-0.033,0.431,0.0
7,13.55,271,cruise,17.378,17.404,26.902,24.404,2.497,-0.026,0.432,0.0
7,13.6,272,cruise,17.378,17.398,26.9,24.398,2.503,-0.019,0.433,0.0
7,13.65,273,cruise,17.378,17.392,26.9,24.392,2.508,-0.013,0.434,0.0
7,13.7,274,cruise,17.378,17.386,26.899,24.386,2.513,-0.007,0.435,0.0
7,13.75,275,cruise,17.378,17.38,26.899,24.38,2.519,-0.002,0.436,0.0
7,13.8,276,cruise,17.378,17.375,26.899,24.375,2.524,0.003,0.437,0.0
7,13.85,277,cruise,17.378,17.37,26.899,24.37,2.529,0.008,0.437,0.0
7,13.9,278,cruise,17.378,17.366,26.9,24.366,2.534,0.013,0.438,0.0
7,13.95,279,cruise,17.378,17.362,26.901,24.362,2.539,0.017,0.439,0.0
7,14.0,280,cruise,17.378,17.358,26.902,24.358,2.544,0.021,0.44,0.0
7,14.05,281,cruise,17.378,17.354,26.903,24.354,2.549,0.024,0.441,0.0
7,14.1,282,cruise,17.378,17.351,26.904,24.351,2.553,0.027,0.441,0.0
7,14.15,283,cruise,17.378,17.348,26.905,24.348,2.558,0.031,0.442,0.0
7,14.2,284,cruise,17.378,17.345,26.907,24.345,2.562,0.033,0.443,0.0
7,14.25,285,cruise,17.378,17.343,26.909,24.343,2.566,0.036,0.443,0.0
7,14.3,286,cruise,17.378,17.34,26.911,24.34,2.57,0.038,0.444,0.0
7,14.35,287,cruise,17.378,17.338,26.913,24.338,2.574,0.04,0.445,0.0
7,14.4,288,cruise,17.378,17.336,26.915,24.336,2.578,0.042,0.445,0.0
7,14.45,289,cruise,17.378,17.335,26.917,24.335,2.582,0.043,0.446,0.0
7,14.5,290,cruise,17.378,17.333,26.919,24.333,2.586,0.045,0.446,0.0
7,14.55,291,cruise,17.378,17.332,26.921,24.332,2.589,0.046,0.447,0.0
7,14.6,292,cruise,17.378,17.331,26.924,24.331,2.592,0.047,0.447,0.0
7,14.65,293,cruise,17.378,17.331,26.926,24.331,2.596,0.048,0.448,0.0
7,14.7,294,cruise,17.378,17.33,26.929,24.33,2.599,0.048,0.448,0.0
7,14.75,295,cruise,17.378,17.33,26.931,24.33,2.601,0.049,0.448,0.0
7,14.8,296,cruise,17.378,17.329,26.933,24.329,2.604,0.049,0.449,0.0
7,14.85,297,cruise,17.378,17.329,26.936,24.329,2.607,0.049,0.449,0.0
7,14.9,298,cruise,17.378,17.329,26.938,24.329,2.609,0.049,0.45,0.0
7,14.95,299,cruise,17.378,17.329,26.941,24.329,2.612,0.049,0.45,0.0
7,15.0,300,cruise,17.378,17.329,26.943,24.329,2.614,0.049,0.45,0.0
7,15.05,301,cruise,17.378,17.33,26.946,24.33,2.616,0.049,0.45,0.0
7,15.1,302,cruise,17.378,17.33,26.948,24.33,2.618,0.048,0.451,0.0
7,15.15,303,cruise,17.378,17.331,26.951,24.331,2.62,0.048,0.451,0.0
7,15.2,304,cruise,17.378,17.331,26.953,24.331,2.621,0.047,0.451,0.0
7,15.25,305,cruise,17.378,17.332,26.955,24.332,2.623,0.046,0.451,0.0
7,15.3,306,cruise,17.378,17.333,26.958,24.333,2.625,0.045,0.451,0.0
7,15.35,307,cruise,17.379,17.334,26.96,24.334,2.626,0.045,0.452,0.0
7,15.4,308,cruise,17.379,17.335,26.962,24.335,2.627,0.044,0.452,0.0
